"6","5305 Almaden Expy, San Jose, CA, 95118","Match","Exact","5305 ALMADEN EXPY, SAN JOSE, CA, 95118","-121.875819190086,37.253991484935","638136832","R","06","085","502910","3001"
"1464","1520 The Alameda Ste 105, San Jose, CA, 95126","Match","Exact","1520 THE ALAMEDA, SAN JOSE, CA, 95126","-121.915315922136,37.334383019382","122903718","R","06","085","500600","4008"
"7","6154 Bollinger Rd, San Jose, CA, 95129","Match","Exact","6154 BOLLINGER RD, SAN JOSE, CA, 95129","-122.01217653334,37.310347754007","618174333","L","06","085","507903","2006"
"1463","949 Ruff Dr, San Jose, CA, 95110","Match","Exact","949 RUFF DR, SAN JOSE, CA, 95110","-121.911805615845,37.349495936454","122903624","L","06","085","500300","1004"
"8","5152 Moorpark Ave #40, San Jose, CA, 95129","Match","Exact","5152 MOORPARK AVE, SAN JOSE, CA, 95129","-121.993516364853,37.309446768473","636122489","L","06","085","506202","1010"
"9","1495 The Alameda, San Jose, CA, 95126","Match","Exact","1495 THE ALAMEDA, SAN JOSE, CA, 95126","-121.914075875666,37.333162290167","122903771","L","06","085","500600","1000"
"1000","3623 Union Ave, San Jose, CA, 95124","Match","Exact","3623 UNION AVE, SAN JOSE, CA, 95124","-121.93146940672,37.261380120619","122920839","R","06","085","502704","2000"
"1484","1590 Berryessa Rd, San Jose, CA, 95133","Match","Exact","1590 BERRYESSA RD, SAN JOSE, CA, 95133","-121.876027768304,37.371569067805","648525692","R","06","085","504319","3003"
"1483","1710 Berryessa Rd #111, San Jose, CA, 95133","Match","Exact","1710 BERRYESSA RD, SAN JOSE, CA, 95133","-121.873837502383,37.373138850101","615526704","R","06","085","504319","3001"
"1482","1501 Berryessa Rd Suite 10, San Jose, CA, 95133","No_Match"
"1481","980 Lundy Ave, San Jose, CA, 95133","Match","Exact","980 LUNDY AVE, SAN JOSE, CA, 95133","-121.872850436954,37.373645848268","615526458","L","06","085","504319","1011"
"1480","1710 Berryessa Rd #107, San Jose, CA, 95133","Match","Exact","1710 BERRYESSA RD, SAN JOSE, CA, 95133","-121.873837502383,37.373138850101","615526704","R","06","085","504319","3001"
"1479","1477 Berryessa Rd Ste 30, San Jose, CA, 95133","No_Match"
"1478","1696 Berryessa Rd, San Jose, CA, 95133","Match","Exact","1696 BERRYESSA RD, SAN JOSE, CA, 95133","-121.873987835505,37.3730385477","639647027","R","06","085","504319","3002"
"1477","949 Ruff Dr, San Jose, CA, 95110","Match","Exact","949 RUFF DR, SAN JOSE, CA, 95110","-121.911805615845,37.349495936454","122903624","L","06","085","500300","1004"
"1476","949 Ruff Dr, San Jose, CA, 95110","Match","Exact","949 RUFF DR, SAN JOSE, CA, 95110","-121.911805615845,37.349495936454","122903624","L","06","085","500300","1004"
"1475","949 Ruff Dr, San Jose, CA, 95110","Match","Exact","949 RUFF DR, SAN JOSE, CA, 95110","-121.911805615845,37.349495936454","122903624","L","06","085","500300","1004"
"1474","901 Emory St, San Jose, CA, 95126","Match","Exact","901 EMORY ST, SAN JOSE, CA, 95126","-121.918111637873,37.340747985129","122903583","R","06","085","500400","1005"
"1011","685 Saratoga Ave, San Jose, CA, 95129","Match","Exact","685 SARATOGA AVE, SAN JOSE, CA, 95129","-121.976728761282,37.314610930241","122900617","R","06","085","506204","2000"
"1495","1948 Alum Rock Ave, San Jose, CA, 95116","Match","Exact","1948 ALUM ROCK AVE, SAN JOSE, CA, 95116","-121.850192638747,37.355268633859","650441740","R","06","085","503710","1001"
"1010","1600 S De Anza Blvd, San Jose, CA, 95129","Match","Exact","1600 S DE ANZA BLVD, SAN JOSE, CA, 95129","-122.032188374489,37.29514039105","123014362","L","06","085","507905","3011"
"1494","142 S Jackson Ave, San Jose, CA, 95116","Match","Exact","142 S JACKSON AVE, SAN JOSE, CA, 95116","-121.841257272449,37.356280732561","641405283","L","06","085","503710","2001"
"1493","148 S Jackson Ave, San Jose, CA, 95116","Match","Exact","148 S JACKSON AVE, SAN JOSE, CA, 95116","-121.841256821771,37.356280260423","641405283","L","06","085","503710","2001"
"1492","2075 Alum Rock Ave, San Jose, CA, 95116","Match","Exact","2075 ALUM ROCK AVE, SAN JOSE, CA, 95116","-121.848055302901,37.35641365597","122911859","L","06","085","503707","2000"
"1491","41 S Jackson Ave, San Jose, CA, 95116","Match","Exact","41 S JACKSON AVE, SAN JOSE, CA, 95116","-121.843085677507,37.357994551971","618191211","R","06","085","503710","2002"
"1490","1367 Kooser Rd, San Jose, CA, 95118","Match","Exact","1367 KOOSER RD, SAN JOSE, CA, 95118","-121.888266168824,37.246064720676","122996001","R","06","085","502910","1015"
"1008","1146 S De Anza Blvd, San Jose, CA, 95129","Match","Exact","1146 S DE ANZA BLVD, SAN JOSE, CA, 95129","-122.03218182809,37.305353072827","122940413","L","06","085","507905","1001"
"1007","491 Saratoga Ave, San Jose, CA, 95129","Match","Exact","491 SARATOGA AVE, SAN JOSE, CA, 95129","-121.973919490414,37.318492933965","612438864","L","06","085","506203","2000"
"1006","5126 Stevens Creek Blvd, San Jose, CA, 95129","Match","Exact","5126 STEVENS CREEK BLVD, SAN JOSE, CA, 95129","-121.992315656418,37.32290592975","122899794","L","06","085","506203","4002"
"1005","4342 Moorpark Ave Ste. B, San Jose, CA, 95129","Match","Non_Exact","4342 MOORPARK AVE, SAN JOSE, CA, 95129","-121.9783486463,37.315863766848","650275081","L","06","085","506204","2000"
"1489","1349 Blossom Hill Rd, San Jose, CA, 95118","Match","Exact","1349 BLOSSOM HILL RD, SAN JOSE, CA, 95118","-121.886916351935,37.245967575639","123003765","R","06","085","502910","2004"
"1004","4996 Stevens Creek Blvd, San Jose, CA, 95129","Match","Exact","4996 STEVENS CREEK BLVD, SAN JOSE, CA, 95129","-121.990214605621,37.322919767088","122899843","L","06","085","506203","3002"
"1488","1302 S 1st St, San Jose, CA, 95110","Match","Exact","1302 S 1ST ST, SAN JOSE, CA, 95110","-121.87470632391,37.317406845308","638161336","R","06","085","503112","1011"
"1003","2590 S Bascom Ave Suite B, San Jose, CA, 95124","Match","Non_Exact","2590 S BASCOM AVE, SAN JOSE, CA, 95124","-121.933370050329,37.275154597612","122906320","L","06","085","502901","4004"
"1487","1705 Berryessa Rd, San Jose, CA, 95133","No_Match"
"1002","3025 Meridian Ave, San Jose, CA, 95124","Match","Exact","3025 MERIDIAN AVE, SAN JOSE, CA, 95124","-121.905709328687,37.270325933041","652204413","R","06","085","502902","3004"
"1486","1727 Berryessa Rd A, San Jose, CA, 95133","Match","Non_Exact","1727 BERRYESSA RD, SAN JOSE, CA, 95133","-121.8793519607,37.369480045334","648525692","L","06","085","504311","3004"
"1001","1663 Branham Ln, San Jose, CA, 95118","Match","Exact","1663 BRANHAM LN, SAN JOSE, CA, 95118","-121.907829728472,37.251891457534","123008360","R","06","085","502908","2014"
"1485","1739 Berryessa Rd A, San Jose, CA, 95133","Match","Non_Exact","1739 BERRYESSA RD, SAN JOSE, CA, 95133","-121.878765711203,37.369887297695","648525692","L","06","085","504311","3004"
"1009","1072 S De Anza Blvd B103, San Jose, CA, 95129","Match","Non_Exact","1072 S DE ANZA BLVD, SAN JOSE, CA, 95129","-122.032183861423,37.307613612809","123004341","L","06","085","507905","1001"
"1022","55 River Oaks Pl Suite 50, San Jose, CA, 95134","Match","Exact","55 RIVER OAKS PL, SAN JOSE, CA, 95134","-121.940702546995,37.401561508603","646649342","L","06","085","505012","1004"
"1021","181 E Tasman Dr #50, San Jose, CA, 95134","Match","Exact","181 E TASMAN DR, SAN JOSE, CA, 95134","-121.937751689643,37.412435116644","646661948","L","06","085","505015","1009"
"1020","5180 Stevens Creek Blvd, San Jose, CA, 95129","Match","Exact","5180 STEVENS CREEK BLVD, SAN JOSE, CA, 95129","-121.994321558841,37.322888870007","655817578","L","06","085","506203","4002"
"1019","5134 Stevens Creek Blvd, San Jose, CA, 95129","Match","Exact","5134 STEVENS CREEK BLVD, SAN JOSE, CA, 95129","-121.992379072722,37.322904608581","122899794","L","06","085","506203","4002"
"1018","375 Saratoga Ave, San Jose, CA, 95129","Match","Exact","375 SARATOGA AVE, SAN JOSE, CA, 95129","-121.971674660294,37.321157472715","650239983","L","06","085","506203","1000"
"1017","1179 S De Anza Blvd, San Jose, CA, 95129","Match","Exact","1179 S DE ANZA BLVD, SAN JOSE, CA, 95129","-122.032426961569,37.303861700793","122940437","R","06","085","507808","3009"
"1016","675 Saratoga Ave, San Jose, CA, 95129","Match","Exact","675 SARATOGA AVE, SAN JOSE, CA, 95129","-121.976652510405,37.314766532622","122900617","R","06","085","506204","2000"
"1015","350 Saratoga Ave, San Jose, CA, 95129","Match","Exact","350 SARATOGA AVE, SAN JOSE, CA, 95129","-121.969937693339,37.323078905524","618196681","R","06","085","506301","1001"
"1499","161 Blossom Hill Rd, San Jose, CA, 95123","Match","Exact","161 BLOSSOM HILL RD, SAN JOSE, CA, 95123","-121.809734980135,37.251309002053","122925130","R","06","085","512022","2014"
"1014","Saratoga Plaza Shopping Center,  1646 S De Anza Blvd, San Jose, CA","No_Match"
"1498","161 Blossom Hill Rd, San Jose, CA, 95123","Match","Exact","161 BLOSSOM HILL RD, SAN JOSE, CA, 95123","-121.809734980135,37.251309002053","122925130","R","06","085","512022","2014"
"1013","910 Saratoga Ave, San Jose, CA, 95129","Match","Exact","910 SARATOGA AVE, SAN JOSE, CA, 95129","-121.977303394124,37.31009699619","122900739","L","06","085","506304","2004"
"1497","161 Blossom Hill Rd, San Jose, CA, 95123","Match","Exact","161 BLOSSOM HILL RD, SAN JOSE, CA, 95123","-121.809734980135,37.251309002053","122925130","R","06","085","512022","2014"
"1012","1071 S De Anza Blvd, San Jose, CA, 95129","Match","Exact","1071 S DE ANZA BLVD, SAN JOSE, CA, 95129","-122.032327930718,37.307327026298","123004341","R","06","085","507808","3010"
"1496","2 N Jackson Ave, San Jose, CA, 95116","Match","Exact","2 N JACKSON AVE, SAN JOSE, CA, 95116","-121.843546415426,37.35864862623","638295685","R","06","085","503712","3001"
"1033","C,  3331 N First St, San Jose, CA","No_Match"
"1032","680 River Oaks Pkwy, San Jose, CA, 95134","Match","Exact","680 RIVER OAKS PKWY, SAN JOSE, CA, 95134","-121.923971464555,37.397428535701","122959815","L","06","085","505006","4000"
"1031","3350 Zanker Rd #30, San Jose, CA, 95134","Match","Exact","3350 ZANKER RD, SAN JOSE, CA, 95134","-121.933615833496,37.402819393598","646540144","R","06","085","505006","2002"
"1030","315 Cres Village Cir, San Jose, CA, 95134","Match","Exact","315 CRESCENT VILLAGE CIR, SAN JOSE, CA, 95134","-121.931282560192,37.403219100019","650139266","R","06","085","505006","2001"
"1029","4190 N First St UNIT 50, San Jose, CA, 95134","Match","Exact","4190 N 1ST ST, SAN JOSE, CA, 95134","-121.95475470718,37.415676990943","648198524","R","06","085","505015","2015"
"1028","4180 N First St UNIT 50, San Jose, CA, 95112","Match","Non_Exact","4180 N 1ST ST, SAN JOSE, CA, 95134","-121.954705118649,37.415646831829","648198524","R","06","085","505015","2015"
"1027","55 River Oaks Pl Ste 30, San Jose, CA, 95134","Match","Exact","55 RIVER OAKS PL, SAN JOSE, CA, 95134","-121.940702546995,37.401561508603","646649342","L","06","085","505012","1004"
"1026","55 River Oaks Pl #70, San Jose, CA, 95134","Match","Exact","55 RIVER OAKS PL, SAN JOSE, CA, 95134","-121.940702546995,37.401561508603","646649342","L","06","085","505012","1004"
"1025","3730 N First St #120, San Jose, CA, 95134","Match","Exact","3730 N 1ST ST, SAN JOSE, CA, 95134","-121.945271193922,37.409819579311","122959199","R","06","085","505015","1000"
"600","1072 Willow St, San Jose, CA, 95125","Match","Exact","1072 WILLOW ST, SAN JOSE, CA, 95125","-121.900465393718,37.308670986834","122909478","L","06","085","502400","6005"
"1024","2860 Zanker Rd # 106, San Jose, CA, 95134","Match","Exact","2860 ZANKER RD, SAN JOSE, CA, 95134","-121.929202726835,37.395004985589","123176558","R","06","085","505006","5022"
"601","1890 W San Carlos St, San Jose, CA, 95128","Match","Exact","1890 W SAN CARLOS ST, SAN JOSE, CA, 95128","-121.928211459642,37.323342762648","648974624","L","06","085","502001","4005"
"1023","55 River Oaks Pl Suite 90, San Jose, CA, 95134","Match","Exact","55 RIVER OAKS PL, SAN JOSE, CA, 95134","-121.940702546995,37.401561508603","646649342","L","06","085","505012","1004"
"602","500 W San Carlos St, San Jose, CA, 95126","Match","Exact","500 W SAN CARLOS ST, SAN JOSE, CA, 95126","-121.898469674348,37.325633131341","638160814","L","06","085","500800","1035"
"603","898 S Bascom Ave, San Jose, CA, 95128","Match","Exact","898 S BASCOM AVE, SAN JOSE, CA, 95128","-121.931717245805,37.310794650511","123015479","L","06","085","502103","1011"
"604","1075 Willow St, San Jose, CA, 95125","Match","Exact","1075 WILLOW ST, SAN JOSE, CA, 95125","-121.900108534639,37.308966376858","122909478","R","06","085","501800","4006"
"605","1125 S Bascom Ave, San Jose, CA, 95128","Match","Exact","1125 S BASCOM AVE, SAN JOSE, CA, 95128","-121.931818228112,37.305683203221","122997673","R","06","085","502101","2008"
"606","1175 Lincoln Ave, San Jose, CA, 95125","Match","Exact","1175 LINCOLN AVE, SAN JOSE, CA, 95125","-121.900238810495,37.307184268422","655817072","R","06","085","502301","2000"
"607","1053 Lincoln Ave #100, San Jose, CA, 95125","Match","Exact","1053 LINCOLN AVE, SAN JOSE, CA, 95125","-121.902780305967,37.310715836845","122909427","R","06","085","502302","1001"
"608","895 Willow St, San Jose, CA, 95125","Match","Exact","895 WILLOW ST, SAN JOSE, CA, 95125","-121.897181127678,37.310308565776","122909499","R","06","085","501800","4006"
"609","975 The Alameda #80, San Jose, CA, 95126","Match","Exact","975 THE ALAMEDA, SAN JOSE, CA, 95126","-121.908469969641,37.331737351923","638614119","L","06","085","500600","3005"
"1044","311 N Capitol Ave B, San Jose, CA, 95133","Match","Non_Exact","311 N CAPITOL AVE, SAN JOSE, CA, 95133","-121.843275188881,37.370249210558","123179545","L","06","085","503804","3004"
"1043","2225 McKee Rd, San Jose, CA, 95116","Match","Exact","2225 MCKEE RD, SAN JOSE, CA, 95116","-121.850935042968,37.364777792434","122911646","L","06","085","503708","1014"
"1042","399 N Capitol Ave, San Jose, CA, 95133","Match","Exact","399 N CAPITOL AVE, SAN JOSE, CA, 95133","-121.84471100755,37.371718183438","123179545","L","06","085","503804","3013"
"1041","301 N Jackson Ave #6, San Jose, CA, 95133","Match","Exact","301 N JACKSON AVE, SAN JOSE, CA, 95133","-121.850220061737,37.365265320793","635857448","L","06","085","503708","1014"
"1040","440 N Capitol Ave, San Jose, CA, 95133","Match","Exact","440 N CAPITOL AVE, SAN JOSE, CA, 95133","-121.845282461668,37.372487759784","123179545","R","06","085","503804","2004"
"1039","2122 McKee Rd, San Jose, CA, 95116","Match","Exact","2122 MCKEE RD, SAN JOSE, CA, 95116","-121.853465306999,37.362923563133","122911586","R","06","085","503707","1000"
"1038","2351 McKee Rd A, San Jose, CA, 95116","Match","Non_Exact","2351 MCKEE RD, SAN JOSE, CA, 95116","-121.84921120463,37.366020027807","122911649","L","06","085","503708","1007"
"1037","4140 N First St #30, San Jose, CA, 95134","Match","Exact","4140 N 1ST ST, SAN JOSE, CA, 95134","-121.954506764522,37.41552619537","648198524","R","06","085","505015","2015"
"610","1205 The Alameda, San Jose, CA, 95126","Match","Exact","1205 THE ALAMEDA, SAN JOSE, CA, 95126","-121.912199028408,37.331468981041","638298801","L","06","085","500600","1003"
"1036","320 Cres Village Cir, San Jose, CA, 95134","Match","Exact","320 CRESCENT VILLAGE CIR, SAN JOSE, CA, 95134","-121.931638148799,37.403293639921","650139267","L","06","085","505006","2004"
"611","983 Meridian Ave, San Jose, CA, 95126","Match","Exact","983 MERIDIAN AVE, SAN JOSE, CA, 95126","-121.913697073942,37.308377621785","123004642","R","06","085","502203","1001"
"1035","3730 N First St #115, San Jose, CA, 95134","Match","Exact","3730 N 1ST ST, SAN JOSE, CA, 95134","-121.945271193922,37.409819579311","122959199","R","06","085","505015","1000"
"612","1411 Bird Ave., San Jose, CA, 95125","Match","Exact","1411 BIRD AVE, SAN JOSE, CA, 95125","-121.891124237208,37.307091834952","122909770","R","06","085","502400","4000"
"1034","55 River Oaks Pl Suite 50, San Jose, CA, 95134","Match","Exact","55 RIVER OAKS PL, SAN JOSE, CA, 95134","-121.940702546995,37.401561508603","646649342","L","06","085","505012","1004"
"613","1398 W San Carlos St, San Jose, CA, 95126","Match","Exact","1398 W SAN CARLOS ST, SAN JOSE, CA, 95126","-121.913676362569,37.323432761608","122905729","L","06","085","501901","1009"
"614","1306 Lincoln Ave, San Jose, CA, 95125","Match","Exact","1306 LINCOLN AVE, SAN JOSE, CA, 95125","-121.898363056537,37.304894643283","122909514","L","06","085","502400","6005"
"615","905 Meridian Ave, San Jose, CA, 95126","Match","Exact","905 MERIDIAN AVE, SAN JOSE, CA, 95126","-121.913854338397,37.310608631824","123004642","R","06","085","502203","1001"
"616","1052 Leigh Ave, San Jose, CA, 95126","Match","Exact","1052 LEIGH AVE, SAN JOSE, CA, 95126","-121.921433290923,37.3059984997","123180681","L","06","085","502203","1004"
"617","2650 Alum Rock Ave, San Jose, CA, 95116","Match","Exact","2650 ALUM ROCK AVE, SAN JOSE, CA, 95116","-121.836431770051,37.361694826623","652203978","R","06","085","504002","1001"
"618","233 S White Rd J, San Jose, CA, 95127","Match","Non_Exact","233 S WHITE RD, SAN JOSE, CA, 95127","-121.82519939006,37.362673405736","122976915","R","06","085","504001","1000"
"619","255 N White Rd #102, San Jose, CA, 95127","Match","Exact","255 N WHITE RD, SAN JOSE, CA, 95127","-121.834739826643,37.373917945678","618191248","L","06","085","503903","1000"
"1055","1015 Blossom Hill Rd, San Jose, CA, 95123","Match","Exact","1015 BLOSSOM HILL RD, SAN JOSE, CA, 95123","-121.870227264582,37.250537726992","122922332","R","06","085","512027","1011"
"1054","1008 Blossom Hill Rd H, San Jose, CA, 95123","Match","Non_Exact","1008 BLOSSOM HILL RD, SAN JOSE, CA, 95123","-121.869270016576,37.250370764737","122922334","L","06","085","512052","1000"
"1053","1381 Kooser Rd, San Jose, CA, 95118","Match","Exact","1381 KOOSER RD, SAN JOSE, CA, 95118","-121.88904673839,37.246227284976","122996000","R","06","085","502910","1016"
"1052","Princeton Plaza Mall,  1375 #12,  Blossom Hill Rd, San Jose","No_Match"
"1051","361 N Capitol Ave #20, San Jose, CA, 95133","Match","Exact","361 N CAPITOL AVE, SAN JOSE, CA, 95133","-121.844098024885,37.371079728148","123179545","L","06","085","503804","3013"
"1050","63 N Keeble Ave, San Jose, CA, 95126","Match","Exact","63 N KEEBLE AVE, SAN JOSE, CA, 95126","-121.909981136054,37.332753829851","636098988","L","06","085","500600","3006"
"1049","2367 McKee Rd, San Jose, CA, 95116","Match","Exact","2367 MCKEE RD, SAN JOSE, CA, 95116","-121.848910005087,37.366227304887","122911649","L","06","085","503708","1007"
"620","2852 Alum Rock Ave, San Jose, CA, 95127","Match","Exact","2852 ALUM ROCK AVE, SAN JOSE, CA, 95127","-121.832975663965,37.363366878028","616959074","R","06","085","504001","3000"
"1048","336 N Capitol Ave, San Jose, CA, 95133","Match","Exact","336 N CAPITOL AVE, SAN JOSE, CA, 95133","-121.843590516641,37.370751944422","123179545","R","06","085","503804","2004"
"621","2920 Alum Rock Ave, San Jose, CA, 95127","Match","Exact","2920 ALUM ROCK AVE, SAN JOSE, CA, 95127","-121.831267671052,37.364238316682","638614515","R","06","085","504001","3000"
"1047","2359 McKee Rd, San Jose, CA, 95116","Match","Exact","2359 MCKEE RD, SAN JOSE, CA, 95116","-121.849060604858,37.366123666347","122911649","L","06","085","503708","1007"
"622","3054 Alum Rock Ave, San Jose, CA, 95127","Match","Exact","3054 ALUM ROCK AVE, SAN JOSE, CA, 95127","-121.828671772896,37.365345146942","638614254","R","06","085","504001","3000"
"1046","2345 McKee Rd, San Jose, CA, 95116","Match","Exact","2345 MCKEE RD, SAN JOSE, CA, 95116","-121.849324154458,37.365942298901","122911649","L","06","085","503708","1007"
"623","233 S White Rd C, San Jose, CA, 95127","Match","Non_Exact","233 S WHITE RD, SAN JOSE, CA, 95127","-121.82519939006,37.362673405736","122976915","R","06","085","504001","1000"
"1045","377 N Capitol Ave, San Jose, CA, 95133","Match","Exact","377 N CAPITOL AVE, SAN JOSE, CA, 95133","-121.844357614516,37.371348353426","123179545","L","06","085","503804","3013"
"624","2874 Alum Rock Ave B, San Jose, CA, 95127","Match","Non_Exact","2874 ALUM ROCK AVE, SAN JOSE, CA, 95127","-121.832868248064,37.363421342421","616959074","R","06","085","504001","3000"
"625","3141 Alum Rock Ave, San Jose, CA, 95127","Match","Exact","3141 ALUM ROCK AVE, SAN JOSE, CA, 95127","-121.827424569051,37.366287887893","637937175","R","06","085","503902","2009"
"626","2920 Alum Rock Ave, San Jose, CA, 95127","Match","Exact","2920 ALUM ROCK AVE, SAN JOSE, CA, 95127","-121.831267671052,37.364238316682","638614515","R","06","085","504001","3000"
"627","354 N White Rd, San Jose, CA, 95127","Match","Exact","354 N WHITE RD, SAN JOSE, CA, 95127","-121.835838914829,37.375521397162","122964871","R","06","085","503802","4018"
"628","1442 S White Rd, San Jose, CA, 95127","Match","Exact","1442 S WHITE RD, SAN JOSE, CA, 95127","-121.814390985151,37.351014223459","122998371","L","06","085","503508","3010"
"629","22 N White Rd #30, San Jose, CA, 95127","Match","Exact","22 N WHITE RD, SAN JOSE, CA, 95127","-121.828525128508,37.366482842048","649533829","R","06","085","503902","2009"
"1066","834 Blossom Hill Rd, San Jose, CA, 95123","Match","Exact","834 BLOSSOM HILL RD, SAN JOSE, CA, 95123","-121.854759542332,37.250262763721","122923560","L","06","085","512052","2000"
"1065","864 Blossom Hill Rd, San Jose, CA, 95123","Match","Exact","864 BLOSSOM HILL RD, SAN JOSE, CA, 95123","-121.857632383484,37.250280697421","122999412","L","06","085","512052","2001"
"1064","981 Blossom Hill Rd, San Jose, CA, 95123","Match","Exact","981 BLOSSOM HILL RD, SAN JOSE, CA, 95123","-121.86699099656,37.250467355965","122922584","R","06","085","512027","1007"
"1063","5353 Almaden Expy #48, San Jose, CA, 95118","Match","Exact","5353 ALMADEN EXPY, SAN JOSE, CA, 95118","-121.875544768962,37.252299247178","122922315","R","06","085","502910","3001"
"1062","5018 Almaden Expy #30, San Jose, CA, 95118","Match","Exact","5018 ALMADEN EXPY, SAN JOSE, CA, 95118","-121.87599350471,37.258875028657","638613855","L","06","085","512024","1009"
"1061","5039 Almaden Expy, San Jose, CA, 95118","Match","Exact","5039 ALMADEN EXPY, SAN JOSE, CA, 95118","-121.876299855927,37.257750185903","653162091","R","06","085","502910","4000"
"1060","5027 Almaden Expy, San Jose, CA, 95118","Match","Exact","5027 ALMADEN EXPY, SAN JOSE, CA, 95118","-121.876342027945,37.258127253754","653162091","R","06","085","502910","4000"
"630","4809 Alum Rock Ave, San Jose, CA, 95127","Match","Exact","4809 ALUM ROCK AVE, SAN JOSE, CA, 95127","-121.823392642896,37.372438536024","122912961","L","06","085","503902","3007"
"631","Alum Rock & Cedar, San Jose, CA, 95127","Match","Non_Exact","ALUM ROCK AVE & CEDAR LN, SAN JOSE, CA, 95127","-121.831771920156,37.364071047997","","","06","085","504001","3000"
